,caldt,vwretd,vwretx,ewretd,ewretx,totval,totcnt,usdval,usdcnt,spindx,sprtrn,Year,Month,Ground_Truth_Bull_and_Bear,Date,month_trend,ground_trend
1092,19990614,0.000244,0.000227,0.004196,0.004152,10466002500.0,500,10463630600.0,500,1294.0,0.000278,1999,199906,1,1999-06-14,0,0
1093,19990615,0.005595,0.00559,0.003861,0.003848,10520987000.0,500,10466002500.0,500,1301.16,0.005533,1999,199906,1,1999-06-15,0,0
1094,19990616,0.022534,0.022499,0.013330000000000002,0.013277,10757695000.0,500,10520987000.0,500,1330.41,0.02248,1999,199906,1,1999-06-16,0,0
1095,19990617,0.007456,0.0074090000000000015,0.00496,0.004866,10837397600.0,500,10757695000.0,500,1339.9,0.007133,1999,199906,1,1999-06-17,0,0
1096,19990618,0.002306,0.002303,0.003617,0.003582,10862352800.0,500,10837397600.0,500,1342.84,0.002194,1999,199906,1,1999-06-18,0,0
1097,19990621,0.004398,0.004379999999999999,-0.000389,-0.000399,10909924900.0,500,10862352800.0,500,1349.0,0.004587,1999,199906,1,1999-06-21,0,0
1098,19990622,-0.009288,-0.00929,-0.006533,-0.006542,10807590000.0,500,10908932600.0,500,1335.88,-0.009726,1999,199906,1,1999-06-22,0,0
1099,19990623,-0.002435,-0.002448,-0.002553,-0.002592,10781146200.0,500,10807590000.0,500,1333.06,-0.002111,1999,199906,1,1999-06-23,0,0
1100,19990624,-0.013059,-0.013061,-0.013116,-0.013122,10639655500.0,500,10780457400.0,500,1315.78,-0.012963,1999,199906,1,1999-06-24,0,0
1101,19990625,-6.500000000000001e-05,-6.7e-05,0.000557,0.000556,10619733100.0,500,10620445500.0,500,1315.31,-0.000357,1999,199906,1,1999-06-25,0,0
1102,19990628,0.012138,0.011997,0.009786,0.009627,10747137400.0,500,10619733100.0,500,1331.35,0.012195,1999,199906,1,1999-06-28,0,0
1103,19990629,0.015026,0.015016,0.010926,0.010898,10908515600.0,500,10747137400.0,500,1351.45,0.015097,1999,199906,1,1999-06-29,0,0
1104,19990630,0.015171,0.0151,0.0071709999999999986,0.007112,11072717000.0,500,10859537200.0,500,1372.71,0.015731000000000002,1999,199906,1,1999-06-30,0,0
1105,19990701,0.007122,0.0070760000000000016,0.006342,0.006316,11150505900.0,500,11072160200.0,500,1380.96,0.00601,1999,199907,1,1999-07-01,0,0
1106,19990702,0.0074519999999999986,0.0074519999999999986,0.004545,0.004545,11233603600.0,500,11150505900.0,500,1391.22,0.00743,1999,199907,1,1999-07-02,0,0
1107,19990706,-0.002143,-0.002255,-0.00254,-0.002592,11208276200.0,500,11233603600.0,500,1388.12,-0.002228,1999,199907,1,1999-07-06,0,0
1108,19990707,0.00515,0.00493,0.001382,0.001213,11263528000.0,500,11208276200.0,500,1395.86,0.005576,1999,199907,0,1999-07-07,0,0
1109,19990708,-0.0004860000000000001,-0.00055,-0.00218,-0.002276,11257334400.0,500,11263528000.0,500,1394.42,-0.001032,1999,199907,0,1999-07-08,0,0
1110,19990709,0.006005,0.006005,0.005487,0.005487,11324937500.0,500,11257334400.0,500,1403.28,0.006354,1999,199907,0,1999-07-09,0,0
1111,19990712,-0.002606,-0.002607,-0.003047,-0.003055,11295416200.0,500,11324937500.0,500,1399.1,-0.002979,1999,199907,0,1999-07-12,0,0
1112,19990713,-0.004111,-0.004152,-0.005543,-0.005599,11248519200.0,500,11295416200.0,500,1393.56,-0.00396,1999,199907,0,1999-07-13,0,0
1113,19990714,0.003409,0.003385,0.001577,0.001545,11286593300.0,500,11248519200.0,500,1398.17,0.003308,1999,199907,0,1999-07-14,0,0
1114,19990715,0.008062999999999999,0.008059,0.004479,0.004452,11377549300.0,500,11286593300.0,500,1409.62,0.008189,1999,199907,0,1999-07-15,0,0
1115,19990716,0.006561,0.006551,0.004451,0.00444,11452087500.0,500,11377549300.0,500,1418.78,0.006498,1999,199907,0,1999-07-16,0,0
1116,19990719,-0.007562,-0.0075689999999999985,-0.007464,-0.0074909999999999985,11365406800.0,500,11452087500.0,500,1407.65,-0.007845,1999,199907,0,1999-07-19,0,0
1117,19990720,-0.02207,-0.022072,-0.014406,-0.014409,11114551600.0,500,11365406800.0,500,1377.1,-0.021703,1999,199907,0,1999-07-20,0,0
1118,19990721,0.001771,0.001716,0.001274,0.001215,11133622300.0,500,11114551600.0,500,1379.29,0.00159,1999,199907,0,1999-07-21,0,0
1119,19990722,-0.013158,-0.013174000000000002,-0.007551,-0.007594,10999860300.0,500,11146705000.0,500,1360.97,-0.013282,1999,199907,0,1999-07-22,0,0
1120,19990723,-0.003018,-0.003018,-0.004287,-0.004287,10966659600.0,500,10999860300.0,500,1356.94,-0.002961,1999,199907,0,1999-07-23,0,0
1121,19990726,-0.006906999999999999,-0.006906999999999999,-0.003959000000000001,-0.003959000000000001,10890910000.0,500,10966659600.0,500,1347.76,-0.006765,1999,199907,0,1999-07-26,0,0
1122,19990727,0.011724,0.011724,0.009042,0.009042,11017684300.0,500,10890910000.0,500,1362.84,0.011189,1999,199907,0,1999-07-27,0,0
1123,19990728,0.0017170000000000002,0.001629,-0.000963,-0.0010949999999999998,11035627600.0,500,11017684300.0,500,1365.4,0.001878,1999,199907,-1,1999-07-28,0,0
1124,19990729,-0.017681,-0.017846,-0.015183000000000004,-0.015343,10838685000.0,500,11035627600.0,500,1341.03,-0.017848,1999,199907,-1,1999-07-29,0,0
1125,19990730,-0.009291,-0.009297,-0.005425999999999999,-0.005438,10754251100.0,500,10838685000.0,500,1328.72,-0.00918,1999,199907,-1,1999-07-30,0,0
1126,19990802,-0.000475,-0.000478,0.001464,0.0014470000000000002,10748096800.0,500,10753239400.0,500,1328.05,-0.000504,1999,199908,-1,1999-08-02,0,0
1127,19990803,-0.004554,-0.004587,-0.005306,-0.005334,10698795100.0,500,10748096800.0,500,1322.18,-0.00442,1999,199908,-1,1999-08-03,0,0
1128,19990804,-0.012812,-0.012962,-0.010388,-0.010541,10560118500.0,500,10698795100.0,500,1305.33,-0.012744,1999,199908,-1,1999-08-04,0,0
1129,19990805,0.006470999999999999,0.0063950000000000005,0.0033420000000000004,0.003264,10627649000.0,500,10560118500.0,500,1313.71,0.00642,1999,199908,-1,1999-08-05,0,0
1130,19990806,-0.010301,-0.010394,-0.008587000000000001,-0.008673,10517183200.0,500,10627649000.0,500,1300.29,-0.010215,1999,199908,-1,1999-08-06,0,0
1131,19990809,-0.002339,-0.002354,0.000781,0.0007019999999999999,10503580200.0,500,10528367700.0,500,1297.8,-0.001915,1999,199908,-1,1999-08-09,0,0
1132,19990810,-0.012144,-0.012178,-0.01356,-0.013588,10375669400.0,500,10503580200.0,500,1281.43,-0.012614,1999,199908,-1,1999-08-10,0,0
1133,19990811,0.016,0.015706,0.015279,0.015096,10538624600.0,500,10375669400.0,500,1301.93,0.015998,1999,199908,-1,1999-08-11,0,0
1134,19990812,-0.003091,-0.003125,-0.001445,-0.001552,10505686200.0,500,10538624600.0,500,1298.16,-0.002896,1999,199908,-1,1999-08-12,0,0
1135,19990813,0.02291,0.022871,0.016549,0.016515000000000002,10751709100.0,500,10511302800.0,500,1327.68,0.02274,1999,199908,-1,1999-08-13,0,0
1136,19990816,0.002879,0.00285,0.001077,0.001009,10782354900.0,500,10751709100.0,500,1330.77,0.002327,1999,199908,-1,1999-08-16,0,0
1137,19990817,0.010176,0.010168,0.008452,0.008415,10891991300.0,500,10782354900.0,500,1344.16,0.010062,1999,199908,-1,1999-08-17,0,0
1138,19990818,-0.00835,-0.008451,-0.009771,-0.009917,10799943600.0,500,10891991300.0,500,1332.84,-0.008422,1999,199908,-1,1999-08-18,0,0
1139,19990819,-0.0070430000000000015,-0.007092,-0.001773,-0.00182,10723347700.0,500,10799943600.0,500,1323.59,-0.006940000000000001,1999,199908,-1,1999-08-19,0,0
1140,19990820,0.009509,0.009507,0.008569,0.008561,10825293000.0,500,10723347700.0,500,1336.61,0.009837,1999,199908,-1,1999-08-20,0,0
1141,19990823,0.018388,0.018377,0.01191,0.011873,11024227200.0,500,10825293000.0,500,1360.22,0.017664,1999,199908,-1,1999-08-23,0,0
1142,19990824,0.002454,0.002448,-0.002897,-0.002929,11050631900.0,500,11024227200.0,500,1363.5,0.002411,1999,199908,-1,1999-08-24,0,0
1143,19990825,0.013654,0.013583,0.00586,0.005668,11200733700.0,500,11050631900.0,500,1381.79,0.013414,1999,199908,-1,1999-08-25,0,0
1144,19990826,-0.014176,-0.014187,-0.011586,-0.011634,11041830900.0,500,11200733700.0,500,1362.01,-0.014315,1999,199908,-1,1999-08-26,0,0
1145,19990827,-0.009802,-0.009883,-0.00811,-0.008202,10932641600.0,500,11041830900.0,500,1348.27,-0.010088,1999,199908,-1,1999-08-27,0,0
1146,19990830,-0.018142,-0.01826,-0.018226,-0.018428,10733007300.0,500,10932641600.0,500,1324.02,-0.017986000000000002,1999,199908,-1,1999-08-30,0,0
1147,19990831,-0.002905,-0.0029170000000000003,-0.003073,-0.003093,10701731700.0,500,10733007300.0,500,1320.41,-0.002727,1999,199908,-1,1999-08-31,0,0
1148,19990901,0.008062999999999999,0.007836,0.007081999999999998,0.006822,10785594200.0,500,10701731700.0,500,1331.07,0.008073,1999,199909,-1,1999-09-01,0,0
1149,19990902,-0.008904,-0.008916,-0.009773,-0.009826,10689431000.0,500,10785594200.0,500,1319.11,-0.008985,1999,199909,-1,1999-09-02,0,0
1150,19990903,0.029187,0.029154000000000006,0.022499,0.022439,11001070500.0,500,10689431000.0,500,1357.24,0.028906,1999,199909,-1,1999-09-03,0,0
1151,19990907,-0.00486,-0.00495,-0.0047740000000000005,-0.0048590000000000005,10946614600.0,500,11001070500.0,500,1350.45,-0.0050030000000000005,1999,199909,-1,1999-09-07,0,0
1152,19990908,-0.004953,-0.005052,-0.004154,-0.004376,10891313400.0,500,10946614600.0,500,1344.15,-0.004665,1999,199909,-1,1999-09-08,0,0
1153,19990909,0.002171,0.002169,0.002341,0.002336,10914939400.0,500,10891313400.0,500,1347.66,0.002611,1999,199909,-1,1999-09-09,0,0
1154,19990910,0.003244,0.003244,0.002242,0.002242,10953321000.0,500,10914939400.0,500,1351.66,0.002968,1999,199909,-1,1999-09-10,0,0
1155,19990913,-0.005520000000000001,-0.005755,-0.003633,-0.003837,10890284600.0,500,10953321000.0,500,1344.13,-0.005571,1999,199909,-1,1999-09-13,0,0
1156,19990914,-0.005717,-0.005724,-0.006818,-0.006840000000000001,10827950200.0,500,10890284600.0,500,1336.29,-0.005833,1999,199909,-1,1999-09-14,0,0
1157,19990915,-0.013449,-0.013484,-0.008204000000000001,-0.008237000000000001,10681950300.0,500,10827950200.0,500,1317.97,-0.01371,1999,199909,-1,1999-09-15,0,0
1158,19990916,0.000314,0.000256,-0.006975,-0.0070989999999999985,10684689000.0,500,10681950300.0,500,1318.48,0.000387,1999,199909,-1,1999-09-16,0,0
1159,19990917,0.012589,0.012575,0.008692,0.008669,10819047900.0,500,10684689000.0,500,1335.42,0.012847999999999998,1999,199909,-1,1999-09-17,0,0
1160,19990920,0.000376,0.00035800000000000003,-0.004357,-0.004396,10818833400.0,500,10814964000.0,500,1335.53,8.2e-05,1999,199909,-1,1999-09-20,0,0
1161,19990921,-0.020234,-0.020236,-0.019511,-0.019521,10599901400.0,500,10818833400.0,500,1307.58,-0.020928,1999,199909,-1,1999-09-21,0,0
1162,19990922,0.001757,0.001734,-4.4e-05,-0.000118,10618282400.0,500,10599901400.0,500,1310.51,0.002241,1999,199909,-1,1999-09-22,0,0
1163,19990923,-0.023114,-0.023117,-0.01847,-0.018483000000000003,10372814900.0,500,10618282400.0,500,1280.41,-0.022968,1999,199909,-1,1999-09-23,0,0
1164,19990924,-0.001923,-0.001924,-0.005196,-0.005197,10354999100.0,500,10372814900.0,500,1277.36,-0.002382,1999,199909,-1,1999-09-24,0,0
1165,19990927,0.004268999999999999,0.004268999999999999,0.007441,0.007441,10399202800.0,500,10354999100.0,500,1283.31,0.004658,1999,199909,0,1999-09-27,0,0
1166,19990928,-0.00055,-0.000801,-0.006302,-0.0064730000000000005,10390873700.0,500,10399202800.0,500,1282.2,-0.000865,1999,199909,0,1999-09-28,0,0
1167,19990929,-0.010844,-0.010911,0.000462,0.000355,10279476400.0,500,10392872700.0,500,1268.37,-0.010786,1999,199909,0,1999-09-29,0,0
1168,19990930,0.011008,0.011008,0.008405,0.008405,10405598100.0,500,10279476400.0,500,1282.71,0.011306,1999,199909,0,1999-09-30,0,0
1169,19991001,-0.000201,-0.000223,-0.00344,-0.0034729999999999995,10399790600.0,500,10401412600.0,500,1282.81,7.8e-05,1999,199910,0,1999-10-01,0,0
1170,19991004,0.017464,0.017431,0.014397,0.014386,10576568000.0,500,10395364900.0,500,1304.6,0.016986,1999,199910,0,1999-10-04,0,0
1171,19991005,-0.002212,-0.002252,-0.0068260000000000005,-0.006855,10552714700.0,500,10576568000.0,500,1301.35,-0.002491,1999,199910,0,1999-10-05,0,0
1172,19991006,0.018386000000000003,0.018221,0.014494,0.014279,10744992000.0,500,10552714700.0,500,1325.4,0.018481,1999,199910,0,1999-10-06,0,0
1173,19991007,-0.0056700000000000006,-0.00569,-0.004542,-0.004592000000000001,10683856200.0,500,10744992000.0,500,1317.64,-0.005855,1999,199910,1,1999-10-07,0,0
1174,19991008,0.013878,0.013878,0.007882,0.007882,10832124800.0,500,10683856200.0,500,1336.02,0.013949,1999,199910,1,1999-10-08,0,0
1175,19991011,-0.0004730000000000001,-0.0004730000000000001,-8.2e-05,-8.2e-05,10751999800.0,499,10757091300.0,499,1335.21,-0.000606,1999,199910,1,1999-10-11,0,0
1176,19991012,-0.016865,-0.016866,-0.014434,-0.01444,10580686300.0,500,10762205700.0,500,1313.04,-0.016604,1999,199910,1,1999-10-12,0,0
1177,19991013,-0.021274,-0.021349,-0.017044999999999998,-0.017155,10357432500.0,500,10583372000.0,500,1285.55,-0.020936,1999,199910,1,1999-10-13,0,0
1178,19991014,-0.001516,-0.001519,-0.000231,-0.000254,10341702300.0,500,10357432500.0,500,1283.42,-0.001657,1999,199910,1,1999-10-14,0,0
1179,19991015,-0.027878,-0.027878,-0.024943,-0.024943,10053398200.0,500,10341702300.0,500,1247.41,-0.028058,1999,199910,1,1999-10-15,0,0
1180,19991018,0.005468,0.00546,0.0029170000000000003,0.00289,10110809200.0,500,10055899800.0,500,1254.13,0.005386999999999999,1999,199910,1,1999-10-18,0,0
1181,19991019,0.0067870000000000005,0.0067870000000000005,0.0007469999999999999,0.0007469999999999999,10179435200.0,500,10110809200.0,500,1261.32,0.005733,1999,199910,1,1999-10-19,0,0
1182,19991020,0.019974,0.01991,0.011538,0.011456,10382108000.0,500,10179435200.0,500,1289.43,0.022286,1999,199910,1,1999-10-20,0,0
1183,19991021,-0.002375,-0.002387,-0.004195,-0.004214,10357322400.0,500,10382108000.0,500,1283.61,-0.004514,1999,199910,1,1999-10-21,0,0
1184,19991022,0.013697,0.013688,0.016333,0.016328,10499091600.0,500,10357322400.0,500,1301.65,0.014054,1999,199910,1,1999-10-22,0,0
1185,19991025,-0.005744,-0.005746,-0.003547999999999999,-0.003562,10438421100.0,500,10499091600.0,500,1293.63,-0.006161,1999,199910,1,1999-10-25,0,0
1186,19991026,-0.009972,-0.009972,-0.013364,-0.013364,10334627900.0,500,10438725100.0,500,1281.91,-0.00906,1999,199910,1,1999-10-26,0,0
1187,19991027,0.011301,0.011222,0.011502,0.011365,10456767900.0,500,10340727900.0,500,1296.71,0.011545,1999,199910,1,1999-10-27,0,0
1188,19991028,0.035671,0.03549,0.028097000000000004,0.027891000000000003,10827876900.0,500,10456767900.0,500,1342.44,0.035266000000000006,1999,199910,1,1999-10-28,0,0
1189,19991029,0.015875,0.015869,0.016730000000000002,0.016717,11122321200.0,500,10827876900.0,500,1362.93,0.015263,1999,199910,1,1999-10-29,0,0
1190,19991101,-0.006490999999999999,-0.0065,-0.005487,-0.005507,11050020700.0,500,11122321200.0,500,1354.12,-0.006464,1999,199911,1,1999-11-01,0,0
1191,19991102,-0.004797999999999999,-0.004811,0.001029,0.000995,10996858500.0,500,11050020700.0,500,1347.74,-0.004712,1999,199911,1,1999-11-02,0,0
1192,19991103,0.00556,0.005406,-1.4e-05,-0.000215,11056424900.0,500,10996858500.0,500,1354.93,0.005335,1999,199911,1,1999-11-03,0,0
1193,19991104,0.006059,0.006048,0.002075,0.002023,11123295900.0,500,11056424900.0,500,1362.64,0.00569,1999,199911,1,1999-11-04,0,0
1194,19991105,0.006443000000000001,0.006431,0.005522999999999999,0.005514,11194846900.0,500,11122982500.0,500,1370.23,0.00557,1999,199911,1,1999-11-05,0,0
1195,19991108,0.004358,0.004268999999999999,0.003432,0.003253,11267557500.0,500,11207139400.0,500,1377.01,0.004947999999999999,1999,199911,1,1999-11-08,0,0
1196,19991109,-0.008313,-0.008514,-0.00792,-0.008058,11171625900.0,500,11267557500.0,500,1365.28,-0.008518000000000001,1999,199911,1,1999-11-09,0,0
1197,19991110,0.005577,0.005474000000000001,0.002643,0.002514,11232780900.0,500,11171625900.0,500,1373.46,0.005991,1999,199911,1,1999-11-10,0,0
1198,19991111,0.006032,0.006032,0.001236,0.001236,11300532100.0,500,11232780900.0,500,1381.46,0.005825,1999,199911,1,1999-11-11,0,0
1199,19991112,0.010187,0.010093,0.008976999999999999,0.00889,11414637200.0,500,11300532100.0,500,1396.06,0.010569,1999,199911,1,1999-11-12,0,0
1200,19991115,-0.000997,-0.001019,0.006016,0.005922,11406971900.0,500,11418602300.0,500,1394.39,-0.001196,1999,199911,1,1999-11-15,0,0
1201,19991116,0.018479,0.018435,0.014016999999999998,0.013976,11616766000.0,500,11406489400.0,500,1420.07,0.018417,1999,199911,1,1999-11-16,0,0
1202,19991117,-0.006762000000000001,-0.006895,-0.004905,-0.00506,11544114600.0,500,11616766000.0,500,1410.71,-0.006591,1999,199911,1,1999-11-17,0,0
1203,19991118,0.010083,0.010031,0.005808,0.0057020000000000005,11659910200.0,500,11544114600.0,500,1424.94,0.010087,1999,199911,1,1999-11-18,0,0
1204,19991119,-0.001159,-0.001161,-0.004915999999999999,-0.0049380000000000005,11646369200.0,500,11659910200.0,500,1422.0,-0.002063,1999,199911,1,1999-11-19,0,0
1205,19991122,-0.0008960000000000002,-0.000908,-0.010402,-0.010476,11635792700.0,500,11646369200.0,500,1420.94,-0.000745,1999,199911,1,1999-11-22,0,0
1206,19991123,-0.01149,-0.011534,-0.012397,-0.012516,11501583100.0,500,11635792700.0,500,1404.64,-0.011471,1999,199911,1,1999-11-23,0,0
1207,19991124,0.008624,0.008618,0.004014,0.003972,11600698200.0,500,11501583100.0,500,1417.08,0.008856000000000001,1999,199911,1,1999-11-24,0,0
1208,19991126,0.000112,3.6e-05,-0.001657,-0.001778,11601018300.0,500,11600698200.0,500,1416.62,-0.000325,1999,199911,1,1999-11-26,0,0
1209,19991129,-0.006254,-0.006411,-0.009399,-0.009689,11526641000.0,500,11601018300.0,500,1407.83,-0.006205,1999,199911,1,1999-11-29,0,0
1210,19991130,-0.013071,-0.013086000000000002,0.000672,0.000655,11374474100.0,499,11520638600.0,499,1388.91,-0.013438999999999998,1999,199911,1,1999-11-30,0,0
1211,19991201,0.0060030000000000005,0.005785,0.000112,-0.000133,11371238700.0,500,11305830900.0,500,1397.72,0.006343,1999,199912,1,1999-12-01,0,0
1212,19991202,0.008794,0.008786,0.006505,0.006453,11461178000.0,500,11361357800.0,500,1409.04,0.008099,1999,199912,1,1999-12-02,0,0
1213,19991203,0.016528,0.016526,0.013948,0.013941,11650316000.0,500,11461178000.0,500,1433.3,0.017217,1999,199912,1,1999-12-03,0,0
1214,19991206,-0.006520000000000001,-0.006541,-0.008173999999999999,-0.008237000000000001,11574105400.0,500,11650316000.0,500,1423.33,-0.006956,1999,199912,1,1999-12-06,0,0
1215,19991207,-0.009959,-0.009982,-0.01111,-0.01115,11458575900.0,500,11574105400.0,500,1409.17,-0.009949,1999,199912,1,1999-12-07,0,0
1216,19991208,-0.003171,-0.003265,-0.005361,-0.005573,11511565600.0,500,11548367200.0,500,1403.88,-0.003754,1999,199912,1,1999-12-08,0,0
1217,19991209,0.00225,0.002233,-0.003123,-0.0031550000000000003,11537266500.0,500,11511565600.0,500,1408.11,0.003013,1999,199912,1,1999-12-09,0,0
1218,19991210,0.006372,0.006370000000000001,0.003818,0.003811,11611946900.0,500,11537266500.0,500,1417.04,0.006342,1999,199912,1,1999-12-10,0,0
1219,19991213,-0.000413,-0.000599,-0.003695,-0.003941,11604996800.0,500,11611946900.0,500,1415.22,-0.001284,1999,199912,1,1999-12-13,0,0
1220,19991214,-0.009205,-0.009218,-0.003822,-0.003892,11498021600.0,500,11604996800.0,500,1403.17,-0.008515,1999,199912,1,1999-12-14,0,0
1221,19991215,0.008203,0.008168,0.00372,0.003674,11591937800.0,500,11498021600.0,500,1413.32,0.007234,1999,199912,1,1999-12-15,0,0
1222,19991216,0.003575,0.003527,-0.0005059999999999999,-0.000653,11632825300.0,500,11591937800.0,500,1418.78,0.003863,1999,199912,1,1999-12-16,0,0
1223,19991217,0.00206,0.002041,0.002208,0.002095,11656503600.0,500,11632825300.0,500,1421.03,0.001586,1999,199912,1,1999-12-17,0,0
1224,19991220,-0.002933,-0.002957,-0.006340999999999999,-0.006407,11622040200.0,500,11656503600.0,500,1418.09,-0.002069,1999,199912,1,1999-12-20,0,0
1225,19991221,0.010937,0.010929,0.0076180000000000015,0.007595,11749062600.0,500,11622040200.0,500,1433.43,0.010817,1999,199912,1,1999-12-21,0,0
1226,19991222,0.002292,0.002172,0.002929,0.002906,11774581800.0,500,11749062600.0,500,1436.13,0.001884,1999,199912,1,1999-12-22,0,0
1227,19991223,0.01559,0.015580000000000004,0.017067,0.017052,11958027800.0,500,11774581800.0,500,1458.34,0.015465,1999,199912,0,1999-12-23,0,0
1228,19991227,-0.0006320000000000001,-0.0006320000000000001,-0.001622,-0.001622,11950471400.0,500,11958027800.0,500,1457.1,-0.00085,1999,199912,0,1999-12-27,0,0
1229,19991228,0.000215,0.000214,0.005907,0.005884,11953024000.0,500,11950471400.0,500,1457.66,0.000384,1999,199912,0,1999-12-28,0,0
1230,19991229,0.003807,0.003673,0.008694,0.008525,11996929200.0,500,11953024000.0,500,1463.46,0.003979,1999,199912,0,1999-12-29,0,0
1231,19991230,0.001156,0.00114,0.005945000000000001,0.005911,12010605500.0,500,11996929200.0,500,1464.47,0.0006900000000000001,1999,199912,0,1999-12-30,0,0
1232,19991231,0.003328,0.0033200000000000005,0.006436,0.006389,12161197400.0,500,12012845600.0,500,1469.25,0.003264,1999,199912,0,1999-12-31,0,0
1233,20000103,-0.009385,-0.009392,-0.020912,-0.020932,12043124900.0,500,12157309600.0,500,1455.22,-0.009549,2000,200001,0,2000-01-03,0,0
1234,20000104,-0.038436,-0.038468,-0.026501,-0.026535000000000003,11579845200.0,500,12043124900.0,500,1399.42,-0.038345,2000,200001,0,2000-01-04,0,0
1235,20000105,0.0008609999999999999,0.000772,0.004636,0.004525,11588790300.0,500,11579845200.0,500,1402.11,0.001922,2000,200001,0,2000-01-05,0,0
1236,20000106,-0.002834,-0.003036,0.011314,0.011116,11556689700.0,500,11579743100.0,500,1403.45,0.000956,2000,200001,0,2000-01-06,0,0
1237,20000107,0.032185000000000005,0.032185000000000005,0.022917,0.02291,11928640600.0,500,11556689700.0,500,1441.47,0.02709,2000,200001,-1,2000-01-07,0,0
1238,20000110,0.011417,0.011397,0.004377000000000001,0.004359,12064590100.0,500,11928640600.0,500,1457.6,0.01119,2000,200001,-1,2000-01-10,0,0
1239,20000111,-0.013781,-0.01381,-0.009128,-0.009136,11897974200.0,500,12064590100.0,500,1438.56,-0.013063,2000,200001,-1,2000-01-11,0,0
1240,20000112,-0.004246,-0.004304,-0.0025800000000000003,-0.002711,11846765000.0,500,11897974200.0,500,1432.25,-0.004386,2000,200001,-1,2000-01-12,0,0
1241,20000113,0.012918,0.012915,0.013165,0.013156,11999767500.0,500,11846765000.0,500,1449.68,0.01217,2000,200001,-1,2000-01-13,0,0
1242,20000114,0.010723,0.010723,0.003367,0.003367,12128919300.0,500,11999767500.0,500,1465.15,0.010671,2000,200001,-1,2000-01-14,0,0
1243,20000118,-0.0065,-0.006509,-0.008192,-0.008204000000000001,12049967700.0,500,12128919300.0,500,1455.14,-0.006832,2000,200001,-1,2000-01-18,0,0
1244,20000119,0.0014119999999999998,0.001367,0.000371,0.00035,12066442200.0,500,12049967700.0,500,1455.9,0.000522,2000,200001,-1,2000-01-19,0,0
1245,20000120,-0.00866,-0.008662000000000001,-0.013069999999999998,-0.013081,11961920100.0,500,12066442200.0,500,1445.57,-0.0070950000000000015,2000,200001,-1,2000-01-20,0,0
1246,20000121,-0.0029230000000000003,-0.0029230000000000003,-0.005046,-0.005046,11926954200.0,500,11961920100.0,500,1441.36,-0.002912,2000,200001,-1,2000-01-21,0,0
1247,20000124,-0.027223,-0.02723,-0.021951,-0.021956,11602178400.0,500,11926954200.0,500,1401.53,-0.027634,2000,200001,-1,2000-01-24,0,0
1248,20000125,0.006581999999999999,0.006581999999999999,-0.004718,-0.004718,11678539900.0,500,11602178400.0,500,1410.03,0.006065,2000,200001,-1,2000-01-25,0,0
1249,20000126,-0.005063000000000001,-0.005093,0.003820000000000001,0.003703,11619059000.0,500,11678539900.0,500,1404.09,-0.004213000000000001,2000,200001,-1,2000-01-26,0,0
1250,20000127,-0.003752,-0.003823,-0.001365,-0.001494,11574642300.0,500,11619059000.0,500,1398.56,-0.0039380000000000005,2000,200001,-1,2000-01-27,0,0
1251,20000128,-0.026674,-0.026759,-0.023132,-0.023264,11266163700.0,500,11574642300.0,500,1360.16,-0.027457,2000,200001,-1,2000-01-28,0,0
1252,20000131,0.024638,0.024635,0.015712,0.01569,11584230300.0,500,11300459700.0,500,1394.46,0.025218,2000,200001,-1,2000-01-31,0,0
1253,20000201,0.011097,0.011097,0.006355,0.006355,11712785100.0,500,11584230300.0,500,1409.28,0.010628,2000,200002,-1,2000-02-01,0,0
1254,20000202,-0.000557,-0.000654,0.000107,-3e-06,11705121100.0,500,11712785100.0,500,1409.12,-0.000114,2000,200002,-1,2000-02-02,0,0
1255,20000203,0.012121,0.01203,0.009872,0.009744,11845935600.0,500,11705121100.0,500,1424.97,0.011248,2000,200002,-1,2000-02-03,0,0
1256,20000204,-0.000492,-0.000524,-0.003387,-0.003472,11839734200.0,500,11845935600.0,500,1424.37,-0.000421,2000,200002,-1,2000-02-04,0,0
1257,20000207,0.000628,0.00061,-0.006228,-0.006286,11846957500.0,500,11839734200.0,500,1424.24,-9.1e-05,2000,200002,-1,2000-02-07,0,0
1258,20000208,0.01138,0.01132,0.003778,0.003643,11981064300.0,500,11846957500.0,500,1441.72,0.012273,2000,200002,-1,2000-02-08,0,0
1259,20000209,-0.020373,-0.020589,-0.017627,-0.017763,11735032800.0,500,11981064300.0,500,1411.7,-0.020822,2000,200002,0,2000-02-09,0,0
1260,20000210,0.003727,0.003723,-0.005881,-0.005894,11778721500.0,500,11735032800.0,500,1416.83,0.003634000000000001,2000,200002,0,2000-02-10,0,0
1261,20000211,-0.020607,-0.020709,-0.014771,-0.01487,11534924700.0,500,11778721500.0,500,1387.12,-0.020969,2000,200002,0,2000-02-11,0,0
1262,20000214,0.001837,0.001798,0.001594,0.001414,11555662900.0,500,11534924700.0,500,1389.94,0.002033,2000,200002,0,2000-02-14,0,0
1263,20000215,0.009352,0.009343,0.01256,0.012545,11663631500.0,500,11555662900.0,500,1402.05,0.008713,2000,200002,0,2000-02-15,0,0
1264,20000216,-0.010351,-0.010535,-0.006706999999999999,-0.006945999999999999,11540758100.0,500,11663631500.0,500,1387.67,-0.010256,2000,200002,0,2000-02-16,0,0
